file_path,label
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\6\help (4) 16.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\6\help (4) 17.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\6\help (4) 18.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\6\help (4) 19.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\6\help (4) 20.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\6\help (4) 21.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\6\help (4) 22.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\6\help (4) 23.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\6\help (4) 24.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\6\help (4) 25.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\6\help (4) 26.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\6\Thumbs.db,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 01.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 02.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 03.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 04.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 05.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 06.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 07.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 08.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 09.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 10.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 11.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 12.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 13.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 14.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 15.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 16.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 17.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 18.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 19.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 20.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 21.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 22.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 23.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 24.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 25.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 26.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 27.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\help (5) 28.jpg,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can i help you\7\Thumbs.db,can i help you
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (1).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (10).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (11).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (12).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (13).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (14).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (15).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (16).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (17).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (18).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (19).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (2).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (20).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (21).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (22).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (23).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (24).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (25).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (26).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (27).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (28).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (29).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (3).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (30).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (31).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (32).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (33).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (34).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (35).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (36).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (37).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (38).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (39).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (4).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (40).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (41).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (5).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (6).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (7).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (8).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\1\can you repeat that please (9).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\2\can you repeat that please (1).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\2\can you repeat that please (10).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\2\can you repeat that please (11).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\2\can you repeat that please (2).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\2\can you repeat that please (3).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\2\can you repeat that please (4).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\2\can you repeat that please (5).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\2\can you repeat that please (6).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\2\can you repeat that please (7).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\2\can you repeat that please (8).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\2\can you repeat that please (9).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (1).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (10).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (11).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (12).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (13).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (14).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (15).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (16).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (17).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (18).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (19).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (2).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (20).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (21).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (22).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (23).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (24).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (25).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (26).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (27).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (28).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (29).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (3).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (30).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (31).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (32).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (33).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (34).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (35).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (36).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (37).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (38).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (39).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (4).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (40).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (41).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (42).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (43).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (44).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (5).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (6).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (7).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (8).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\3\can you repeat that please (9).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (1).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (10).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (11).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (12).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (13).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (14).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (15).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (16).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (17).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (18).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (19).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (2).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (20).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (21).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (22).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (23).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (24).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (25).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (26).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (27).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (28).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (29).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (3).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (30).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (31).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (32).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (33).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (34).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (35).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (36).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (37).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (4).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (5).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (6).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (7).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (8).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\4\can you repeat that please (9).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (1).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (10).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (11).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (12).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (13).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (14).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (15).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (16).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (17).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (18).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (19).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (2).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (20).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (21).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (22).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (23).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (24).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (25).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (26).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (27).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (28).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (29).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (3).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (30).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (31).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (32).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (33).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (34).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (35).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (36).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (37).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (38).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (39).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (4).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (40).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (5).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (6).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (7).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (8).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\5\can you repeat that please (9).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\6\can you repeat that please (1).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\6\can you repeat that please (10).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\6\can you repeat that please (11).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\6\can you repeat that please (12).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\6\can you repeat that please (13).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\6\can you repeat that please (14).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\6\can you repeat that please (15).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\6\can you repeat that please (16).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\6\can you repeat that please (17).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\6\can you repeat that please (18).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\6\can you repeat that please (19).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\6\can you repeat that please (2).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\6\can you repeat that please (20).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\6\can you repeat that please (21).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\6\can you repeat that please (22).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\6\can you repeat that please (23).jpg,can you repeat that please
D:\ISL_CSLRT_Corpus\Frames_Sentence_Level\can you repeat that please\6\can you repeat that please (24).jpg,can you repeat that please
